simulation,station,station_name,passenger_id,arrival_time,urgency,aggressiveness,platform_position,preferred_carriage,seat_acquired,boarding_time,standing_time,journey_time,crowding_level,peak_period,crowding_category
1,Alandur,Alandur (Interchange),1061,1522,0.21023322457127394,1.8327574452906474,Right,1,0,1.7376845744363352,18.942066392846797,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1062,1524,0.35149796842741854,2.7079539976570004,Right,1,0,1.348039138417741,50.91685480067867,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1063,1524,0.46870669001120646,2.006154807576614,Center,6,0,2.131365018190576,8.990086108557284,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1064,1525,0.29344815548927705,4.51618414116788,Center,5,0,1.9298071103776804,16.218573683232236,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1065,1526,0.1422880398791727,2.1149446933635305,Left,6,1,2.6256682653909262,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1066,1526,0.3464420698723272,4.012958108865964,Center,3,0,1.2955764177382276,18.45358610815039,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1067,1526,0.2926180273362574,3.72741659242662,Center,3,0,2.3476383253061197,32.34810414085143,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1068,1527,0.09589758928743074,4.561479446490872,Right,4,0,1.710358853062736,23.948877788986227,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1069,1529,0.1309733876303021,4.857728982598256,Right,4,0,1.4416466700604254,10.806431947962752,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1070,1530,0.08012929455831802,3.5539327018292166,Center,1,0,2.4714320200801314,8.39677542708011,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1071,1530,0.0739376531785783,3.9223137335688736,Center,2,0,1.792184575271257,60.843501350626894,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1072,1531,0.27616658038144515,1.1805028752357993,Center,3,0,1.7942469042617946,18.966931764178003,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1073,1533,0.2543691445777011,2.863354209895486,Center,5,1,1.7936018482511533,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1074,1535,0.09789356534572224,1.2877672206834978,Right,1,1,1.8901971993488242,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1075,1537,0.19585400232064942,2.093216731836124,Right,5,1,2.205746884606009,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1076,1537,0.2881565181564121,0.4737351973505727,Right,2,1,2.5885269535251783,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1077,1538,0.2455760394045912,3.536997676742841,Center,5,0,1.9154557320385652,14.05446708328612,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1078,1539,0.5053999771218709,3.1473037301103926,Left,3,1,2.22381470779239,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1079,1539,0.6241278985036487,1.8348866668459234,Center,4,0,2.17739832708269,33.10172018544223,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1080,1541,0.36068601470820655,1.6022199614917343,Center,6,1,2.1273623982201246,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1081,1543,0.30782739008134696,0.6775992156031957,Right,1,0,2.3444027917684584,26.807939016028964,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1082,1543,0.25591970108556383,3.5027400576920362,Left,1,0,2.2097623243901103,29.644016587137923,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1083,1543,0.4054171221282014,4.915530967341337,Center,4,1,2.1332123166300354,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1084,1544,0.10291870600562562,1.3989630640701418,Center,4,1,2.748482873399067,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1085,1545,0.3830088229971106,4.795345793526382,Center,5,0,2.327149294590381,5.162769967044604,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1086,1547,0.23326693976169127,0.10496317889718276,Center,6,0,2.860798496695314,3.361309394288371,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1087,1547,0.2621475180422264,0.12704885422067547,Left,1,0,2.4879143877191052,1.3154982409827363,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1088,1548,0.2784256106305221,1.241410283028196,Left,2,0,2.2969633525784086,4.265920854247838,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1089,1548,0.2199897842898345,3.113342049135203,Center,4,0,1.21760179995505,6.639658553783658,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1090,1549,0.24332960983688626,4.790683400344016,Left,3,1,1.8324522739682896,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1091,1552,0.8075141787025685,4.542047836321844,Left,1,1,1.434266372200832,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1092,1553,0.35809458756178747,1.6236890200374687,Center,1,0,1.6831062048250267,10.7205930830902,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1093,1553,0.45271632827324004,2.358684008204067,Center,1,0,2.7269369851400573,58.25648481113874,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1094,1557,0.06975628017827509,0.8130221527222864,Center,4,1,1.5037557233290357,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1095,1557,0.25982651235217197,4.1387497280915975,Right,2,0,1.989197031763832,29.189837277499525,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1096,1559,0.21092848785052598,1.1081476698538677,Right,3,1,2.4899509956352452,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1097,1560,0.14857513177394838,1.2016495336488813,Right,2,1,2.207993118288685,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1098,1561,0.13743535016306002,0.6201394874998684,Right,3,1,2.406578362832787,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1099,1562,0.040031776808340504,0.4678293684276813,Center,6,0,2.9340977447099474,9.729893588132834,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1100,1564,0.6572441106649015,3.0226638787605458,Center,6,1,2.286895316872299,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1101,1565,0.02839445024408954,3.9008549354953335,Left,1,1,1.6027426059015113,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1102,1565,0.05349387080474727,0.7526206306387684,Left,2,0,2.37256859074946,11.819962794354584,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1103,1565,0.15596114514971163,3.506133460317385,Center,6,0,1.3744691308493586,29.65874669681834,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1104,1569,0.37081455173143574,0.1430672409072642,Center,6,0,2.1881408873665933,2.9946584246764343,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1105,1570,0.19699475421604531,0.9856788105573699,Left,2,1,2.131394244833171,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1106,1573,0.16479617073731848,3.7547925466642775,Center,4,1,1.1469507195988384,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1107,1573,0.25613769380759477,1.1895350824980722,Center,5,0,1.580737636483246,48.13885952451268,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1108,1575,0.3570353691280996,0.9708610070733492,Center,3,0,2.501224087970159,0.7845336784539907,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1109,1575,0.25629434768698456,1.25079113124404,Center,1,1,2.2357474641112143,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1110,1576,0.2274844456807606,3.4985048193691193,Left,6,0,2.2830658494490903,12.979631208661877,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1111,1576,0.2476701258972288,1.7724553692493643,Left,1,0,1.9591440365495634,6.193197540221504,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1112,1576,0.3073566059916035,0.4739554019761488,Center,4,1,1.5064718948625584,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1113,1577,0.31271615518114265,0.8975332091614563,Center,3,0,1.9763581917756325,11.91702404310624,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1114,1578,0.5800190733313848,1.6673401703966677,Center,6,0,2.8025414177986314,35.74357365170248,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1115,1580,0.24245783848315577,0.44411860219407906,Center,2,1,2.79223918092786,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1116,1583,0.5007808384401418,2.714433050888913,Left,6,0,1.731404233338073,31.26262876294729,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1117,1585,0.7164186070490072,1.7691783647088482,Left,1,0,2.562815931118144,24.042452527745137,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1118,1587,0.3342839277898887,4.435188537776345,Left,1,1,1.7705439573017037,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1119,1588,0.07818346159136182,1.9970585112117085,Center,6,0,1.5351981620670991,31.59268564657748,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1120,1589,0.5617189137632626,0.844766840385241,Center,1,1,2.0844307856480113,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1121,1591,0.41018782167266415,3.1795745137664833,Center,3,1,1.6241944137399709,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1122,1592,0.5297044817619883,0.255917049042077,Center,2,1,1.485491437178585,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1123,1593,0.3618724794042384,3.5473826162169173,Right,2,0,2.2426392381914515,11.137136599755156,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1124,1593,0.30468040418933545,4.084994922949903,Center,3,1,1.4584568160525022,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1125,1594,0.24992143428343924,0.03173966897673686,Left,6,0,2.4474326061947322,8.776940864430955,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1126,1595,0.28434525147677936,2.033429955682251,Right,1,1,1.702568683886178,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1127,1595,0.235626617966331,3.3244921517514547,Left,1,1,1.2367578229938858,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1128,1597,0.10182018200832844,4.41741778595865,Center,5,0,1.6498505783265531,11.959080870258159,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1129,1597,0.20204195140335726,4.344605468631613,Center,5,0,1.385882031484472,12.155769639219391,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1130,1597,0.2816767610236347,0.8541000503953677,Left,5,0,2.6459365422013654,3.7457730806668934,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1131,1602,0.0765794022426074,4.06541468809137,Center,4,0,2.3434156919910962,12.249380981871028,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1132,1604,0.12625914878675978,1.6115936759141214,Left,1,0,1.7732050957574406,32.059044155005175,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1133,1606,0.16782246502169995,2.0237798703137653,Center,6,0,1.3886189737167305,20.474439252644657,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1134,1610,0.49891796806201427,2.3531784283845854,Center,2,1,2.108899825998414,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1135,1612,0.34923237408754937,3.2104718595705597,Center,6,1,2.0856327659777363,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1136,1614,0.4634115743625705,1.2784347466991002,Center,1,1,2.568897226310214,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1137,1617,0.05325045725964414,3.3418787352371626,Center,4,1,1.866373604592596,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1138,1618,0.4222413748922664,0.19080902044214365,Center,6,0,2.282933596435674,3.80825416946462,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1139,1621,0.22523223309644652,1.1858631989489554,Left,1,0,2.31466411479027,1.1723974204150134,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1140,1622,0.3310309078713142,2.242296987459434,Center,3,0,1.6962413332364885,15.465613530548088,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1141,1625,0.41178001961591126,0.49401962172243574,Center,5,0,2.745814918191723,7.545574922553035,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1142,1626,0.34572198816696875,1.8221008178771048,Center,6,0,1.5189823016846695,10.015957281864049,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1143,1626,0.4364815539411915,2.3590218455115313,Right,5,1,1.8374133641065773,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1144,1627,0.15094743057054782,2.735818980526616,Center,1,0,2.055508925732622,11.049080793955229,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1145,1630,0.21088324951413945,2.3094671881244495,Center,4,0,1.6654416311777067,8.490265379992943,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1146,1635,0.5355548169893417,4.5301301681812625,Right,3,1,1.1647826201369882,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1147,1637,0.339192133315298,3.2791529191148334,Left,6,1,1.8625259770384721,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1148,1639,0.10873033194914003,2.3005500151827496,Left,6,0,1.5531148004537911,6.065588694681573,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1149,1641,0.2246695685579196,1.2736322047377813,Left,6,0,1.8602869463090808,91.96637921187741,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1150,1643,0.20124680253693414,2.5161101778520316,Right,6,0,2.12426833120742,36.98495624960375,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1151,1643,0.2872441073911061,3.3051527943130314,Center,4,0,1.2649186653834539,33.83774638772563,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1152,1644,0.4915282941850531,3.8835042214819397,Left,6,0,1.5662494103638547,37.59276519781223,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1153,1644,0.2773974934751572,3.261380850099107,Left,5,0,2.347296395891572,23.522451676328167,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1154,1646,0.15059974443255053,3.7993389999621385,Left,5,0,2.4028831592154463,69.71610201238198,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1155,1647,0.14581935179001634,4.501013356836631,Right,2,1,2.507086103602752,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1156,1647,0.1599216038337691,1.779520029875235,Center,4,1,2.498953979398964,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1157,1650,0.29659008585648633,1.894009199896554,Left,1,0,1.7723681301221619,16.148227682880766,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1158,1651,0.5336460543115435,3.255621995701315,Right,6,0,1.92912560284222,26.016951381685,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1159,1652,0.10611728125788172,1.3037936074846657,Right,1,0,1.7372704028486408,4.221274117215994,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1160,1654,0.22850836166466337,4.959656139428214,Center,4,0,2.041285423704697,22.878702491366127,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1161,1655,0.10109562098597488,1.8940235638743768,Right,2,0,1.5082587020927725,23.297586051982893,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1162,1656,0.09211986132771949,2.7035126444677,Right,5,0,2.199811642449694,61.126318412678295,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1163,1657,0.2714906505521132,4.717259675699149,Left,2,1,1.1619037458489383,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1164,1658,0.05939513750179803,4.751591399258521,Left,1,1,2.2546283511955467,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1165,1659,0.31074650187930564,3.498838239170113,Center,3,0,2.017214142198748,26.0018069708375,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1166,1660,0.15187003605404392,2.041449643655209,Right,1,0,2.1328885748632445,3.2072968317327493,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1167,1661,0.3098075004612991,0.682476164359932,Center,2,0,2.487842238570435,37.37109228277459,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1168,1661,0.2607966584369773,0.11532084965157341,Center,5,0,2.30804720781975,94.0373900878051,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1169,1662,0.41368397172229976,3.8646558580064,Right,4,0,2.2295656971237268,5.562707135929003,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1170,1663,0.1999824113051237,1.871099518533153,Center,4,1,2.7116184503171286,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1171,1666,0.3598303439715966,3.101583296361744,Right,3,1,1.2001904357218391,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1172,1670,0.23413341829963338,2.4498006421766982,Left,5,1,2.5053060483727627,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1173,1670,0.36185340052972037,0.6822185272731202,Center,1,1,1.7552062123496504,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1174,1677,0.021087541557544526,1.9718603122123468,Center,5,1,1.8302087184047622,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1175,1678,0.2037265731759019,4.5382654194755805,Center,6,0,1.1768609626648296,62.404970920678174,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1176,1678,0.30948162841270777,1.4400607088137969,Center,4,0,1.6986172727954203,39.264767475857894,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1177,1680,0.46036159264980253,2.7123417829873135,Center,6,1,2.219557063751846,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1178,1681,0.5045015753219044,2.43197386196157,Right,5,0,1.3331901948033889,3.910227889208225,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1179,1683,0.31018773529444765,1.9690451358440515,Right,1,1,1.9060689798562036,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1180,1686,0.4730995814623807,4.812905598941292,Right,1,1,1.2835779379991785,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1181,1687,0.550536223365497,1.3627193378068285,Center,5,0,2.8213662950057072,8.26177611302622,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1182,1689,0.0691843753932361,3.559336783993951,Left,6,0,2.2714222341887145,20.29975069936756,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1183,1690,0.3490021053630994,2.0468727063234438,Left,5,0,1.4313232730272172,9.52683139231138,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1184,1690,0.650504615591458,3.7785587951362625,Right,3,0,2.1316789069648814,0.24122071161130249,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1185,1691,0.42637707273065656,4.917282612349583,Right,2,0,2.2356844791456645,2.6527469980920886,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1186,1692,0.4070797458755769,0.9576101961103156,Center,5,1,2.3211209032288087,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1187,1697,0.45979025879497654,0.8254687643883885,Center,6,0,1.9611365155505067,28.463245830592566,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1188,1697,0.3180459600275218,3.347156093408233,Right,4,1,2.509443630441888,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1189,1698,0.15814674489145497,0.92205571783259,Right,3,1,2.1696344285511033,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1190,1699,0.12596347020732732,0.17634273308307247,Right,2,0,2.8210201356828195,2.720398796017389,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1191,1703,0.40170404603205645,4.628369539051721,Right,1,0,2.176589590939784,14.049454868977836,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1192,1704,0.2881737653237612,4.6815174748021215,Left,4,0,2.0155474722114257,28.127390548528343,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1193,1704,0.19259466980564366,0.661904462140907,Left,2,0,1.5970121738357808,31.559382357144543,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1194,1705,0.20397042312242428,0.29181204118250537,Right,1,0,2.581780775067832,28.705901714251738,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1195,1709,0.2395901425612667,2.8193091311479668,Left,5,1,1.4817164467133304,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1196,1711,0.36383346671803735,1.4790912397098444,Center,6,0,2.07172403723057,6.431426686961217,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1197,1713,0.12152646641509207,4.5365742791917025,Center,4,1,1.1168311629548593,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1198,1713,0.1929640600599754,2.859453679767254,Center,1,1,2.0523654440947663,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1199,1715,0.08495260606072168,4.157765504154783,Left,5,0,1.9513053925680395,99.65531614349106,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1200,1715,0.20208048712021368,2.4199845241578672,Left,1,0,2.0281314569379973,5.574361417612118,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1201,1727,0.27439741113632493,4.111166663468952,Right,1,1,1.1302659750321589,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1202,1727,0.04301007563072906,1.1682694075202087,Center,1,1,1.9700225256537172,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1203,1728,0.3881373474961234,1.6056379443074276,Center,4,1,2.625604692693841,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1204,1730,0.16220793142268203,2.0495344669556244,Left,1,0,1.7366520145862987,15.342813060093624,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1205,1731,0.1972729709735473,1.4405610114187688,Center,4,0,1.5712851261087117,30.13368055367073,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1206,1732,0.22041060565618872,2.1887021747417257,Right,2,0,2.521685629407365,50.87780191387626,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1207,1733,0.31997800866139514,3.195420537288115,Center,4,1,2.318877489916541,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1208,1733,0.2179426311436642,4.1371302328688655,Center,6,0,2.5314259239969576,22.03987609618055,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1209,1735,0.09661358806016207,1.5111331833686503,Left,3,0,1.9694114727072831,4.151700726005272,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1210,1735,0.3025701181875431,3.028091761306791,Left,1,0,1.3061233699411936,48.355807523702374,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1211,1736,0.24748116814853507,3.2076087725079283,Center,6,0,2.6738370374870035,36.34670049137189,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1212,1737,0.10329495177699516,1.9932800907146542,Right,6,0,1.727602559149942,44.572395621028384,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1213,1739,0.547504337154273,4.045054940909453,Center,6,1,1.2335735777366323,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1214,1742,0.15855966612359845,0.7709542235674544,Right,2,0,2.3956060787295126,51.249220612595494,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1215,1745,0.3290816673402635,3.1516157418225683,Right,3,0,2.3607433688018578,26.039903210690806,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1216,1745,0.29065274305649685,2.877328605970704,Right,3,1,1.3846622198584437,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1217,1746,0.3349833905332762,2.9533066878357337,Left,5,0,2.6783689830358157,16.753196093850562,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1218,1747,0.363629788122496,4.278709619696979,Left,2,1,1.428201540722601,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1219,1751,0.0970739537562629,4.339600840402854,Right,4,1,2.494543901001038,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1220,1752,0.417823462288129,2.419950066790352,Center,6,1,1.7004069310103014,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1221,1754,0.23779490278110268,2.1063876181050896,Center,2,1,2.3476128694139295,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1222,1754,0.14633622490832732,2.0697590437358295,Right,1,0,1.7603167344842379,2.1883273404573775,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1223,1754,0.27845343542984896,0.2673003001873375,Left,6,0,2.5113439989052972,131.40761059766436,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1224,1756,0.380913902529817,1.0383615588267725,Center,6,0,1.7683227917178836,12.056612375071008,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1225,1759,0.0692752467669645,1.01954415902897,Center,3,1,1.6807479558988287,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1226,1760,0.34515752519288595,2.9127970749854457,Center,2,0,1.225109775610275,40.29365325787229,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1227,1760,0.28016177788379326,1.441518569071429,Left,3,0,1.7703798508201298,18.89148662961713,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1228,1760,0.12199416495793572,0.9051543159979697,Right,2,0,2.809670966987842,30.40327059308509,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1229,1761,0.331513722069355,1.3510415755465104,Left,4,0,1.7510482091323345,3.8897855962039993,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1230,1765,0.2644599874360113,1.5614574965734969,Left,4,1,2.0131422752336854,0.0,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1231,1766,0.11048565606461123,4.74107709178741,Center,2,0,1.4934947308234492,22.819294955802626,25,0.7,morning,Low (60-70%)
1,Alandur,Alandur (Interchange),1232,1766,0.7270259451939013,2.6548892010115477,Right,1,0,1.3906268674933284,15.693644304835482,25,0.7,morning,Low (60-70%)
